CarID,ManufacturerID,Model,EngineSize,FuelType,YearOfManufacture,Mileage,Price,DealerID
C04658,4,Polo,1.0,Petrol,2006,52728,6990,23
C48394,3,Yaris,1.0,Petrol,2010,61475,9737,8
C01688,1,Fiesta,1.2,Petrol,1993,287183,452,41
C22182,3,Prius,1.8,Hybrid,2014,61531,26597,20
C12792,0,M5,4.0,Petrol,2020,17758,122735,47
C08041,0,M5,4.0,Petrol,2021,8194,138050,9
C31062,4,Passat,2.0,Diesel,1990,296581,697,38
C35027,4,Polo,1.2,Petrol,2012,29382,13145,45
C14830,0,M5,5.0,Petrol,2018,38343,106806,42
C38849,3,RAV4,2.0,Petrol,1991,243150,1364,13
C20063,1,Mondeo,2.0,Diesel,1989,229296,1156,28
C28278,1,Mondeo,1.4,Diesel,1992,197888,1564,31
C34548,3,Prius,1.0,Hybrid,2001,162692,3901,41
C10905,1,Fiesta,1.2,Petrol,1992,184775,1076,6
C19221,3,Prius,1.8,Hybrid,2004,96601,10729,22
C24430,1,Focus,1.0,Petrol,2017,31103,23427,31
C47350,1,Fiesta,1.0,Diesel,2012,43776,11276,39
C18112,3,Prius,1.8,Hybrid,1993,145768,3529,34
C03542,2,Cayenne,3.5,Petrol,2021,3484,105060,7
C25563,3,Yaris,1.2,Hybrid,2002,77953,6726,43
C06760,2,911,2.2,Petrol,2004,100154,21845,11
C33830,3,Prius,1.8,Hybrid,2018,29294,42291,31
C21276,0,Z4,2.2,Petrol,2007,52237,17335,44
C38233,4,Polo,1.4,Petrol,2011,26653,13490,15
C14351,1,Focus,2.0,Petrol,2018,32083,35215,23
C01227,4,Passat,1.6,Diesel,1995,202740,2067,43
C09160,4,Passat,1.8,Diesel,2012,71014,19293,17
C25666,1,Mondeo,2.0,Diesel,2021,5048,51871,41
C20545,1,Mondeo,1.4,Diesel,2006,52066,12208,7
C04120,3,Yaris,1.2,Petrol,2013,51518,13882,19
C00278,4,Polo,1.4,Petrol,1998,126188,2884,31
C19037,4,Golf,1.8,Petrol,1999,156962,3239,17
C20047,3,RAV4,1.8,Hybrid,2013,29051,35667,43
C38649,1,Focus,1.0,Petrol,1993,81206,3438,0
C37313,0,X3,2.0,Diesel,1989,193655,1857,7
C00854,3,Yaris,1.2,Petrol,1999,157966,2493,19
C43087,0,Z4,3.0,Petrol,2005,49561,18014,15
C46494,4,Golf,1.4,Petrol,1990,203630,1050,13
C19536,1,Mondeo,1.4,Diesel,2011,60595,16137,18
C16464,3,Prius,1.8,Hybrid,2010,92529,16483,22
C36747,4,Passat,1.6,Diesel,2017,25912,33552,24
C29861,2,Cayenne,3.0,Diesel,2011,21746,47585,23
C00885,4,Polo,2.0,Petrol,2015,68047,16315,40
C47843,1,Focus,2.0,Diesel,2013,53808,23228,49
C21462,4,Passat,1.8,Diesel,2007,139209,8350,19
C09404,1,Focus,1.8,Petrol,1998,147245,3907,40
C33416,1,Mondeo,1.6,Diesel,2002,99774,7225,37
C40744,1,Mondeo,2.0,Diesel,2002,186759,4013,40
C23977,4,Golf,1.2,Petrol,2020,21583,27785,38
C28140,1,Mondeo,2.0,Diesel,2009,55103,17484,31
C46079,0,Z4,2.2,Petrol,1993,226402,1723,18
C20718,1,Focus,1.8,Diesel,1998,197130,2688,43
C27648,4,Golf,2.0,Petrol,1995,198052,1841,0
C29971,2,911,3.0,Petrol,2009,56347,48073,26
C24243,4,Polo,1.0,Petrol,1994,142225,1644,38
C03036,4,Golf,1.6,Petrol,1997,13000,7254,21
C06977,3,Prius,1.4,Hybrid,1991,298087,696,27
C31766,1,Fiesta,1.2,Petrol,2018,21146,20013,41
C23702,4,Golf,2.0,Diesel,1999,145588,3935,8
C22078,0,X3,2.4,Diesel,2018,26790,48384,8
C19236,4,Golf,1.2,Petrol,2010,41595,12706,35
C19893,4,Golf,1.8,Petrol,1993,213850,1328,47
C36415,1,Fiesta,1.2,Diesel,1992,134961,1709,18
C43916,3,RAV4,2.2,Petrol,1991,273681,1077,18
C14698,4,Polo,1.0,Petrol,2010,102273,6504,9
C28276,3,RAV4,2.2,Hybrid,1993,168240,3808,6
C49862,4,Golf,2.0,Petrol,2011,66981,14934,1
C49925,0,X3,2.4,Petrol,1996,158049,4187,9
C49960,4,Golf,2.0,Diesel,2018,44642,28823,15
C10093,3,Yaris,1.4,Hybrid,1994,93905,3810,33
C47577,4,Golf,1.6,Diesel,2000,67889,6696,23
C34859,3,Prius,1.0,Hybrid,2004,60729,10231,29
C12806,4,Polo,1.2,Petrol,2004,92931,5111,42
C12423,1,Fiesta,1.2,Petrol,2012,88737,8746,33
C28729,3,RAV4,2.4,Hybrid,1991,297707,1076,15
C41924,1,Mondeo,1.4,Diesel,1992,238446,1086,46
C28237,3,RAV4,2.2,Hybrid,2011,63258,27980,23
C23311,1,Focus,1.0,Petrol,1992,72718,3409,2
C27812,4,Passat,1.8,Diesel,2013,60296,22131,6
C14712,4,Polo,1.0,Petrol,2008,67989,7237,22
C18795,3,RAV4,2.2,Hybrid,2019,18687,62336,45
C06889,3,RAV4,2.2,Petrol,2015,65235,30051,19
C00772,1,Mondeo,1.6,Diesel,2016,27842,29387,47
C02768,4,Golf,1.6,Petrol,1988,217783,866,9
C33763,4,Polo,1.6,Petrol,1994,274052,648,10
C43247,1,Fiesta,1.4,Petrol,2011,80321,9374,41
C32833,0,M5,5.0,Petrol,1988,207854,3965,7
C13063,4,Polo,1.6,Diesel,2020,16363,29210,4
C44157,4,Passat,1.4,Diesel,2008,75353,12656,0
C34737,3,Prius,1.0,Hybrid,2007,98889,9607,19
C24514,4,Passat,2.0,Diesel,2012,25533,26936,29
C46126,4,Golf,1.4,Petrol,2002,177030,2947,13
C38235,2,718 Cayman,2.0,Petrol,2004,70448,14541,27
C25210,3,Prius,1.8,Hybrid,2002,164915,5491,24
C26935,3,RAV4,1.8,Hybrid,1997,123987,6439,20
C21363,2,Cayenne,4.0,Petrol,2010,59699,38983,34
C32641,1,Fiesta,1.2,Petrol,2003,57209,5937,29
C46346,1,Mondeo,1.8,Diesel,1999,119643,5406,31
C22573,4,Golf,1.4,Petrol,1995,80511,3924,8
C31855,3,Prius,1.8,Hybrid,2014,17548,34587,24
C05224,3,Prius,1.4,Hybrid,2016,46814,29416,14
C13180,4,Passat,1.4,Diesel,2014,55867,21465,0
C17124,4,Golf,1.6,Diesel,2008,84716,10177,6
C20090,4,Polo,1.6,Petrol,2014,39185,16377,44
C05967,4,Golf,2.0,Diesel,2016,35200,26692,12
C36448,1,Fiesta,1.4,Petrol,2018,31855,20346,9
C00647,3,RAV4,2.0,Hybrid,2012,59725,29179,6
C03781,4,Polo,1.2,Petrol,2004,159228,3052,49
C20232,3,Yaris,1.0,Hybrid,2011,89873,10295,21
C19264,1,Focus,1.6,Diesel,1990,293298,614,2
C24762,1,Mondeo,1.6,Petrol,2012,82056,15207,34
C17161,4,Passat,1.6,Diesel,2000,115796,5928,44
C30810,0,X3,2.0,Diesel,2004,117861,9429,29
C19736,1,Focus,1.6,Petrol,2003,90450,7940,13
C47429,0,X3,2.0,Petrol,2005,82753,12409,29
C38060,0,M5,5.0,Petrol,1991,121625,9957,36
C00430,4,Polo,1.2,Petrol,2009,115991,6014,22
C09912,3,Prius,1.8,Hybrid,1997,100912,6520,5
C04017,0,X3,2.0,Petrol,1989,227215,1312,30
C02976,4,Golf,2.0,Diesel,1994,198931,1794,14
C22228,1,Fiesta,1.4,Petrol,2014,56698,13396,35
C46023,0,X3,2.4,Diesel,2004,155491,7654,46
C31428,0,M5,4.0,Petrol,2012,83474,47816,24
C38534,4,Golf,2.0,Diesel,2008,78167,11906,5
C32234,4,Passat,1.8,Diesel,2001,148877,5176,9
C37011,4,Passat,1.4,Diesel,2014,68601,19758,10
C18751,3,Prius,1.8,Hybrid,2001,145443,6033,14
C46249,0,M5,4.4,Petrol,1989,167419,5645,13
C08410,0,Z4,2.2,Petrol,2012,97350,17817,43
C10407,4,Passat,1.8,Diesel,2017,23068,36160,30
C23956,4,Passat,1.6,Diesel,1998,86344,6438,0
C23042,4,Golf,1.6,Petrol,2003,185740,3125,46
C19834,0,X3,2.4,Diesel,2021,14744,63157,33
C48428,3,Prius,1.0,Hybrid,2002,126752,5577,36
C07269,3,Yaris,1.0,Hybrid,1989,188523,1081,40
C44594,1,Mondeo,2.0,Diesel,2001,71331,9226,15
C01139,1,Mondeo,1.8,Diesel,1998,191733,2792,38
C04986,1,Fiesta,1.4,Petrol,2002,165572,2666,30
C02886,1,Fiesta,1.0,Petrol,2007,66621,6656,30
C48414,4,Golf,1.8,Diesel,1992,245006,983,36
C14978,1,Fiesta,1.4,Petrol,2004,97771,5194,7
C38404,4,Passat,2.0,Diesel,1988,266481,810,24
C23792,4,Golf,1.8,Hybrid,1999,72764,7350,13
C10994,3,Prius,1.4,Hybrid,2017,41818,32415,16
C44422,3,Prius,1.8,Hybrid,2018,47104,38044,40
C26582,3,Yaris,1.2,Hybrid,1987,224973,750,41
C03121,4,Golf,1.8,Petrol,1998,71138,5793,46
C39203,3,Yaris,1.4,Hybrid,1986,196308,979,24
C37448,1,Mondeo,1.4,Diesel,1990,178461,1620,21
C04058,0,Z4,2.4,Petrol,2004,18187,18103,29
C31986,3,Yaris,1.4,Petrol,2003,151700,3703,45
C49292,2,911,2.2,Petrol,2006,121076,21330,29
C18870,1,Fiesta,1.4,Petrol,2016,52773,15692,15
C27740,3,Yaris,1.0,Petrol,2004,170725,2854,42
C07071,0,X3,2.0,Diesel,1998,126499,5912,40
C33875,1,Focus,1.6,Diesel,2012,64883,18097,34
C29559,1,Mondeo,2.0,Diesel,1998,182756,3181,30
C17584,1,Focus,1.8,Petrol,2002,111485,6753,18
C43157,2,911,2.6,Petrol,1997,206934,6215,35
C18584,4,Polo,1.2,Petrol,2007,97223,6052,44
C13459,3,Prius,1.4,Hybrid,2005,170700,5634,16
C17725,1,Mondeo,1.4,Diesel,2019,14288,36185,5
C04570,1,Focus,2.0,Petrol,2015,43165,26998,23
C31514,1,Fiesta,1.2,Petrol,1996,124378,2309,10
C21497,4,Polo,1.4,Petrol,2008,64638,8754,5
C18176,3,Yaris,1.0,Petrol,2001,81417,4674,28
C06330,4,Polo,1.4,Petrol,2019,28744,22724,30
C14875,3,Yaris,1.2,Petrol,1995,165337,1796,15
C40463,0,X3,3.0,Diesel,1996,211783,3091,35
C47442,4,Passat,1.6,Diesel,2006,164953,5963,39
C39231,4,Passat,2.0,Diesel,2001,124421,6630,42
C30147,1,Mondeo,2.0,Diesel,1993,136760,3341,35
C49347,4,Polo,1.6,Petrol,2018,29891,22577,15
C00199,1,Focus,2.0,Diesel,1994,162098,2930,1
C01449,3,RAV4,1.8,Hybrid,2010,101693,18128,46
C17758,4,Golf,1.8,Hybrid,2015,50465,24683,21
C44012,3,Yaris,1.4,Petrol,2006,93190,7103,6
C10269,1,Fiesta,1.0,Petrol,2015,87374,9846,16
C32009,3,RAV4,2.2,Petrol,2022,5327,68103,37
C20834,4,Passat,1.4,Diesel,2001,132861,5192,14
C34627,3,RAV4,2.2,Hybrid,1995,250243,2100,24
C08660,4,Passat,2.0,Diesel,1995,60264,7028,17
C10046,3,RAV4,1.8,Hybrid,1989,319288,663,23
C16380,1,Focus,1.0,Diesel,2007,85849,8889,32
C17245,3,Yaris,1.0,Petrol,1998,112896,3046,44
C31571,1,Mondeo,1.6,Diesel,1998,229208,1885,15
C19724,0,Z4,2.4,Petrol,2008,78350,16301,8
C40337,2,911,3.0,Petrol,2006,126763,23834,48
C12619,4,Golf,1.2,Diesel,2006,74705,8264,41
C05747,4,Polo,1.0,Petrol,2014,36194,13178,28
C44071,0,M5,4.0,Petrol,2007,140644,22279,24
C43135,4,Polo,1.4,Petrol,1994,252458,742,18
C23576,3,Prius,1.0,Hybrid,2004,147077,5419,22
C47224,1,Focus,1.4,Petrol,2002,158250,4110,5
C25327,3,Prius,1.4,Hybrid,2019,15164,43123,21
C44217,2,718 Cayman,2.4,Petrol,1994,177541,3581,10
C19820,1,Focus,1.6,Petrol,2002,93774,7253,23
C47714,4,Golf,1.8,Diesel,1994,156653,2443,36
C45674,4,Golf,1.6,Diesel,2001,118929,4964,20
C41828,1,Fiesta,1.4,Petrol,2007,170853,3559,10
C03841,4,Polo,1.2,Petrol,2017,53409,15875,15
C34966,1,Fiesta,1.2,Petrol,1993,186795,1130,18
C05646,0,M5,4.4,Petrol,2000,45453,28910,31
C33932,3,Prius,1.0,Hybrid,2020,15235,38943,25
C25316,3,Yaris,1.2,Hybrid,1999,105845,4512,43
C23047,4,Passat,1.6,Diesel,2014,59397,22434,6
C09673,4,Golf,1.6,Petrol,2000,102738,4995,40
C45834,2,Cayenne,3.0,Petrol,2020,23610,81725,48
C09243,3,Yaris,1.4,Hybrid,2006,126317,6650,46
C35275,4,Golf,2.0,Diesel,1993,70508,4613,12
C32447,1,Fiesta,1.2,Petrol,2010,66368,8921,44
C00682,4,Polo,1.4,Petrol,1987,219722,627,3
C45180,3,RAV4,2.0,Hybrid,2002,162320,6953,13
C46940,0,M5,4.0,Petrol,2010,127500,30199,25
C41769,1,Focus,1.0,Petrol,2003,114916,5242,47
C08813,1,Fiesta,1.4,Diesel,2006,120200,5269,49
C40265,3,Prius,1.0,Hybrid,1999,116573,4939,29
C25267,4,Golf,1.6,Petrol,1995,210460,1475,33
C49380,4,Passat,1.8,Diesel,1991,219451,1447,31
C28592,4,Polo,1.0,Diesel,2013,85546,9407,3
C12759,4,Golf,1.8,Petrol,1996,140136,3042,36
C08475,3,Yaris,1.4,Petrol,1996,188672,1699,39
C24803,4,Golf,1.2,Petrol,1995,206405,1324,15
C13506,3,RAV4,1.8,Hybrid,2008,82645,18181,47
C18216,1,Mondeo,1.4,Diesel,2004,148241,5305,45
C44985,3,Yaris,1.0,Hybrid,2002,147518,3635,6
C06225,3,Prius,1.4,Hybrid,2012,95849,16218,14
C33323,4,Golf,1.2,Petrol,2014,44069,16343,6
C32157,2,Cayenne,2.6,Petrol,1985,323134,635,26
C45144,3,Prius,1.4,Hybrid,2016,32361,32070,33
C10461,1,Fiesta,1.2,Petrol,2005,98950,5096,19
C34111,1,Fiesta,1.4,Petrol,1994,160383,1633,45
C36901,3,RAV4,2.2,Hybrid,1996,268566,1893,32
C36463,1,Focus,1.4,Petrol,2011,53785,16200,23
C00586,1,Focus,1.6,Hybrid,2016,27516,33957,46
C26502,4,Passat,1.6,Petrol,2014,49177,22792,26
C39110,4,Golf,2.0,Petrol,2011,52964,16349,41
C29317,1,Focus,2.0,Diesel,1996,150415,3688,45
C23209,3,Yaris,1.4,Petrol,1998,166500,2346,33
C43786,3,Prius,1.8,Hybrid,2021,13039,56510,23
C23585,1,Fiesta,1.4,Petrol,1994,106820,2495,45
C47911,2,911,3.0,Petrol,2002,184036,11386,14
C40065,0,M5,4.4,Petrol,2012,74024,53515,20
C07651,1,Focus,1.4,Petrol,2013,39237,20241,24
C07585,3,RAV4,2.2,Hybrid,1985,217129,1458,37
C40552,1,Fiesta,1.0,Petrol,1997,235698,871,28
C36928,1,Fiesta,1.2,Diesel,2017,54564,16123,27
C13374,3,Yaris,1.2,Petrol,2016,27798,19538,7
C13485,3,Yaris,1.4,Petrol,2004,86993,6497,44
C24493,4,Golf,1.8,Petrol,1997,216329,1696,9
C02464,3,Yaris,1.4,Petrol,1987,249462,540,5
C09830,3,Yaris,1.4,Petrol,2000,104543,4383,7
C31685,4,Passat,1.4,Diesel,2012,75167,16545,34
C37429,4,Golf,1.6,Petrol,1986,217605,759,49
C20340,1,Mondeo,2.0,Hybrid,2008,72454,16687,1
C48860,4,Polo,2.0,Petrol,2020,13808,31532,3
C44241,3,Yaris,1.0,Hybrid,2006,152501,4557,8
C47408,1,Mondeo,1.4,Diesel,1999,127693,4479,9
C27507,4,Polo,2.0,Petrol,2001,223336,1847,16
C17553,4,Passat,1.6,Diesel,2013,52429,21939,35
C23515,4,Polo,1.6,Petrol,1996,104347,3186,47
C26007,1,Focus,2.0,Petrol,1998,98698,5994,42
C46860,1,Mondeo,1.4,Diesel,2004,112203,7042,46
C29597,4,Polo,1.0,Diesel,2008,135327,4639,34
C18047,1,Focus,1.6,Petrol,1999,164018,3428,22
C44419,4,Passat,1.6,Petrol,2002,126418,5944,24
C31563,3,RAV4,2.0,Petrol,2008,66187,17855,12
C34963,1,Mondeo,1.8,Diesel,2000,126554,5478,19
C07056,1,Mondeo,1.6,Diesel,2015,42787,25181,11
C07647,1,Fiesta,1.2,Petrol,2010,91153,7524,49
C25771,2,Cayenne,3.0,Petrol,2003,178984,8532,26
C43936,3,Yaris,1.2,Hybrid,2018,26409,27002,9
C27720,3,RAV4,2.2,Hybrid,1989,115201,4467,5
C28449,1,Focus,2.0,Petrol,1999,165618,3782,37
C48431,4,Passat,2.0,Diesel,2002,106295,8134,2
C24385,4,Polo,1.2,Petrol,2015,62478,13108,14
C38940,2,Cayenne,2.6,Petrol,2008,90561,22305,20
C36466,4,Golf,1.4,Petrol,2006,119889,6126,14
C10928,1,Focus,1.8,Petrol,2000,155208,4182,45
C42424,4,Polo,1.6,Petrol,2014,47131,15606,33
C12895,1,Focus,1.4,Diesel,2014,6933,27200,18
C41068,3,Prius,1.8,Hybrid,2004,9500,18537,41
C26107,0,M5,4.0,Petrol,2021,13274,134404,38
C45575,4,Golf,1.2,Petrol,1988,211156,796,1
C03291,3,Yaris,1.0,Petrol,2000,70212,4719,43
C34118,4,Passat,1.8,Diesel,1993,128710,3568,47
C11428,3,Yaris,1.4,Hybrid,2014,25962,22395,5
C15055,1,Focus,2.0,Petrol,1990,47950,4952,16
C19475,4,Polo,1.2,Diesel,1991,121673,1821,13
C03495,4,Passat,2.0,Diesel,2010,81158,16609,30
C05265,1,Focus,1.0,Diesel,2014,48621,18135,27
C12378,0,M5,4.4,Petrol,1996,170951,8738,42
C20367,3,RAV4,2.4,Hybrid,1999,193890,4760,35
C45678,1,Mondeo,2.0,Diesel,1999,143674,4715,42
C40830,4,Passat,1.8,Diesel,1994,114355,4261,3
C06917,1,Focus,2.0,Diesel,2004,57712,12435,32
C18028,0,M5,4.4,Petrol,2017,37891,93983,49
C37746,4,Passat,2.0,Diesel,2021,16279,51654,42
C21329,1,Fiesta,1.4,Hybrid,2009,137265,6434,43
C20280,4,Passat,1.8,Diesel,2008,76141,14274,31
C41886,2,718 Cayman,4.0,Petrol,2005,134030,13785,38
C16546,1,Fiesta,1.0,Petrol,2016,36157,14675,46
C14068,4,Polo,1.6,Diesel,1995,141846,2341,3
C20631,4,Passat,1.8,Diesel,1997,185573,2911,17
C21240,1,Focus,1.6,Petrol,2004,188180,3893,12
C27153,1,Fiesta,1.2,Petrol,1997,71421,3626,12
C26635,3,Yaris,1.4,Hybrid,1996,107729,3934,28
C10822,3,RAV4,2.0,Hybrid,2013,44821,34249,7
C19016,1,Focus,1.4,Diesel,2005,97998,8439,1
C14760,1,Focus,2.0,Petrol,2018,42157,33177,7
C18120,1,Mondeo,1.8,Diesel,2002,113654,6911,8
C42882,0,X3,3.0,Diesel,1997,121246,7056,11
C36208,4,Polo,1.6,Petrol,1997,244757,1040,4
C49475,4,Polo,1.0,Petrol,2000,71074,4159,1
C01825,4,Golf,1.8,Petrol,1997,228312,1522,26
C46195,4,Polo,1.0,Petrol,2019,19549,20220,22
C25435,3,RAV4,1.8,Hybrid,2012,105528,20136,21
C40079,4,Golf,1.4,Petrol,1999,114353,4008,31
C08910,1,Fiesta,1.4,Petrol,1993,168869,1423,3
C20854,3,Prius,1.8,Hybrid,2005,70106,13795,0
C27451,1,Focus,1.6,Petrol,2009,43114,16191,3
C31938,4,Polo,1.6,Petrol,2004,157981,3561,27
C06947,1,Mondeo,1.8,Diesel,1993,318549,620,18
C09686,1,Mondeo,1.8,Diesel,2015,53290,25030,11
C34335,4,Polo,2.0,Petrol,2010,59315,12377,44
C46759,1,Mondeo,2.0,Diesel,1995,174038,2806,18
C28475,3,Prius,1.0,Hybrid,1992,245342,1032,16
C18669,2,911,3.5,Petrol,2019,22807,123576,38
C37157,4,Passat,1.4,Diesel,1995,189788,2166,40
C03565,4,Passat,1.6,Diesel,2013,85279,17631,43
C28541,4,Golf,1.4,Petrol,2015,63601,16680,13
C18050,1,Mondeo,1.8,Diesel,1991,192362,1741,18
C28080,4,Golf,1.8,Diesel,2008,137219,7277,5
C28533,4,Golf,1.4,Petrol,1998,177950,2239,1
C21421,4,Polo,1.4,Petrol,2012,48668,12655,42
C00323,4,Golf,1.6,Petrol,2001,205054,2309,9
C47971,3,Prius,1.8,Hybrid,1998,174341,3884,8
C19346,3,Yaris,1.2,Petrol,2007,59276,8858,45
C14805,1,Mondeo,1.6,Petrol,2008,154808,6682,16
C45992,0,M5,4.4,Petrol,2014,41865,75138,32
C45620,3,Prius,1.0,Hybrid,1988,239487,834,44
C49166,4,Polo,1.6,Petrol,1996,147303,2280,31
C28280,1,Focus,1.4,Petrol,2008,66010,12257,25
C38832,3,RAV4,2.0,Petrol,2002,118966,8205,38
C29277,3,Prius,1.0,Hybrid,1994,179881,2114,24
C27489,2,911,2.6,Petrol,2004,143820,16957,24
C43006,3,RAV4,2.2,Hybrid,2009,51480,26403,43
C10497,3,RAV4,2.4,Hybrid,1989,227533,1810,22
C42663,4,Passat,1.4,Diesel,2006,91101,9925,34
C05529,1,Focus,1.0,Diesel,1992,190490,1423,24
C35388,3,Yaris,1.0,Hybrid,2004,151496,4021,18
C31209,3,Prius,1.4,Hybrid,2018,30526,37034,28
C40988,2,911,2.2,Petrol,1999,157967,9954,16
C21333,4,Passat,1.8,Diesel,1994,247326,1371,3
C03403,3,RAV4,2.2,Hybrid,2017,52430,44740,47
C07781,1,Mondeo,1.8,Petrol,2005,47279,12706,32
C27136,4,Golf,1.4,Petrol,2009,80964,9947,7
C45930,4,Golf,1.4,Diesel,2004,152768,4333,22
C25716,4,Golf,1.8,Petrol,2002,226090,2168,39
C22230,1,Mondeo,2.0,Diesel,1997,137554,4334,19
C00483,1,Focus,1.4,Petrol,1993,106066,3403,24
C28662,1,Focus,1.0,Diesel,2009,55834,12419,37
C14182,3,Prius,1.4,Hybrid,2003,108259,8124,48
C39685,4,Polo,1.2,Petrol,2011,35009,11902,6
C08791,3,Yaris,1.0,Petrol,1999,199278,1598,26
C38979,4,Polo,1.6,Petrol,2021,23964,28518,6
C40402,4,Golf,1.2,Petrol,2015,56975,16118,41
C02875,0,Z4,2.0,Petrol,1998,169937,3765,26
C45436,4,Polo,2.0,Petrol,1997,190559,1892,26
C22604,1,Mondeo,1.6,Diesel,2013,31937,23500,29
C37028,3,RAV4,2.4,Hybrid,1996,198201,3753,10
C44394,4,Golf,1.2,Petrol,2001,108071,4445,1
C04216,3,Prius,1.0,Hybrid,1997,200134,2166,5
C33068,0,M5,5.0,Petrol,2005,101642,29435,47
C13592,3,Prius,1.4,Hybrid,1995,254931,1365,49
C44341,4,Polo,1.0,Petrol,2017,40452,15694,24
C38870,1,Fiesta,1.0,Petrol,2012,30872,11592,33
C46869,1,Mondeo,2.0,Diesel,1999,227663,2285,2
C00374,4,Golf,2.0,Diesel,2016,11234,30509,15
C48582,1,Focus,1.6,Petrol,2015,62767,21345,47
C39617,4,Golf,1.4,Diesel,1997,244813,1212,11
C27089,2,Cayenne,3.5,Petrol,2006,123493,17725,6
C32025,3,RAV4,2.4,Petrol,1998,121141,6770,43
C21635,1,Focus,1.0,Petrol,1999,80961,5139,42
C04580,4,Polo,2.0,Petrol,2004,70110,7729,47
C39393,1,Mondeo,2.0,Petrol,1987,262532,709,28
C17783,4,Golf,1.2,Petrol,2003,118156,4706,30
C40303,4,Golf,1.2,Petrol,2013,61561,13696,19
C19517,3,Prius,1.8,Hybrid,2002,88691,9938,27
C28310,1,Focus,2.0,Petrol,2016,30940,31023,43
C12618,4,Golf,1.6,Petrol,2018,47274,24160,32
C35499,4,Golf,1.6,Diesel,2004,174634,3858,26
C35885,4,Polo,2.0,Petrol,2004,98298,6347,43
C31745,1,Fiesta,1.0,Petrol,2021,17172,22806,33
C48721,4,Passat,2.0,Petrol,2008,90772,12940,17
C13912,1,Fiesta,1.2,Petrol,1987,261207,387,46
C07095,4,Polo,1.4,Petrol,2014,40793,15172,3
C15401,3,Prius,1.8,Hybrid,2014,26088,32988,39
C42130,1,Fiesta,1.0,Petrol,2012,62721,9531,35
C29298,2,Cayenne,3.0,Diesel,2018,28842,72911,36
C33130,3,Yaris,1.2,Petrol,2009,84101,8566,47
C29117,4,Golf,1.2,Petrol,2005,132550,4808,44
C07688,4,Passat,1.8,Petrol,2017,56833,28138,44
C45115,1,Mondeo,1.6,Diesel,2006,125674,7758,19
C00063,4,Polo,1.6,Petrol,1997,87723,3840,43
C25110,1,Fiesta,1.2,Petrol,1989,345729,197,1
C12025,4,Golf,2.0,Diesel,2008,101087,10118,7
C37596,4,Polo,1.2,Diesel,1986,209897,623,14
C07893,1,Mondeo,2.0,Petrol,2009,92071,12971,23
C20266,3,Prius,1.0,Hybrid,2002,188361,3350,20
C49707,4,Polo,1.0,Petrol,2002,97863,3940,47
C47293,4,Golf,2.0,Petrol,2004,99859,7447,25
C22682,3,Yaris,1.0,Hybrid,2009,63309,10801,16
C29910,3,Yaris,1.4,Hybrid,1995,142719,2804,9
C02386,3,Yaris,1.2,Petrol,1992,239579,764,32
C25885,4,Golf,1.2,Diesel,2009,74589,10102,7
C03185,4,Passat,1.4,Diesel,2020,12899,41170,18
C21753,3,Prius,1.4,Hybrid,2007,78454,13137,22
C08359,3,RAV4,2.4,Hybrid,1990,250837,1563,29
C04996,1,Fiesta,1.4,Petrol,2018,21984,21517,5
C19991,1,Mondeo,1.4,Hybrid,2013,25271,26098,38
C37219,4,Polo,1.6,Petrol,2004,59797,7397,2
C45048,3,RAV4,2.0,Hybrid,2008,90759,18100,35
C13735,4,Polo,1.4,Petrol,2022,2464,31978,46
C06112,3,RAV4,1.8,Hybrid,2004,140744,8995,34
C05374,3,RAV4,2.4,Hybrid,2001,48154,16516,37
C42275,3,Yaris,1.0,Petrol,2013,59548,12042,6
C12432,4,Passat,1.4,Diesel,1993,243763,1168,36
C07919,3,Yaris,1.2,Hybrid,1998,163732,2668,26
C35812,4,Passat,2.0,Diesel,1993,63372,6027,47
C37631,4,Golf,1.8,Petrol,1995,113090,3514,42
C12141,4,Passat,1.8,Petrol,2009,98689,12394,44
C39635,1,Focus,1.0,Diesel,2006,41131,11136,46
C09646,3,Prius,1.4,Hybrid,2016,38250,30979,26
C43842,2,911,3.0,Petrol,2013,82297,52796,39
C36449,4,Golf,1.4,Diesel,2004,116981,5757,12
C25314,0,M5,4.0,Petrol,2018,27778,101587,45
C46536,3,Prius,1.0,Hybrid,2007,50894,13303,36
C05305,4,Passat,1.8,Diesel,2007,144895,7976,22
C38770,0,X3,3.0,Diesel,2011,73146,25426,24
C22446,1,Fiesta,1.4,Petrol,2014,64324,12751,49
C10325,4,Polo,1.6,Petrol,1996,36316,5017,28
C37747,1,Mondeo,1.4,Hybrid,2006,117034,8864,47
C41365,2,718 Cayman,2.4,Petrol,2019,25058,57287,21
C03181,3,Yaris,1.2,Hybrid,2009,104086,8904,11
C29110,2,Cayenne,4.0,Petrol,2013,52350,49894,45
C26630,2,911,3.5,Petrol,2020,18194,135496,1
C17021,4,Passat,1.4,Diesel,2002,97000,7286,14
C04615,4,Polo,1.2,Petrol,1998,163757,1970,38
C30559,3,RAV4,2.2,Hybrid,2018,33011,53788,35
C00429,3,Prius,1.4,Hybrid,2003,91908,9156,40
C45145,1,Focus,1.8,Diesel,1993,148309,2914,25
C36166,3,RAV4,1.8,Hybrid,2011,83366,22095,17
C46192,1,Focus,1.0,Petrol,1991,270441,613,7
C43339,3,Yaris,1.2,Hybrid,1987,292142,402,27
